CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
908,Kansas,Chase,0.6439,0.2969,0.0425,0.0167,848,391,56,14,7,1,0,0,0,0,0,0,0,0,0,0,0
909,Kansas,Chautauqua,0.7165,0.2356,0.0191,0.0287,1347,443,36,40,9,3,0,2,0,0,0,0,0,0,0,0,0
910,Kansas,Cherokee,0.5492,0.4143,0.0246,0.0118,5014,3783,225,42,37,13,0,16,0,0,0,0,0,0,0,0,0
911,Kansas,Cheyenne,0.7597,0.2027,0.0272,0.0104,1312,350,47,12,4,2,0,0,0,0,0,0,0,0,0,0,0
912,Kansas,Clark,0.7343,0.2316,0.027,0.0071,926,292,34,7,1,1,0,0,0,0,0,0,0,0,0,0,0
913,Kansas,Clay,0.7334,0.2326,0.0227,0.0113,2998,951,93,29,14,2,0,1,0,0,0,0,0,0,0,0,0
914,Kansas,Cloud,0.648,0.2918,0.0466,0.0135,2918,1314,210,36,20,3,0,2,0,0,0,0,0,0,0,0,0
915,Kansas,Coffey,0.6683,0.296,0.0238,0.0119,2700,1196,96,21,15,8,0,4,0,0,0,0,0,0,0,0,0
916,Kansas,Comanche,0.7555,0.2097,0.0179,0.0169,760,211,18,12,1,4,0,0,0,0,0,0,0,0,0,0,0
917,Kansas,Cowley,0.5686,0.3895,0.0293,0.0126,8080,5535,416,92,46,17,0,24,0,0,0,0,0,0,0,0,0
918,Kansas,Crawford,0.4763,0.4707,0.0419,0.0112,7160,7076,630,87,45,19,0,17,0,0,0,0,0,0,0,0,0
919,Kansas,Decatur,0.7135,0.241,0.029,0.0165,1255,424,51,24,1,2,0,2,0,0,0,0,0,0,0,0,0
920,Kansas,Dickinson,0.6479,0.2982,0.0398,0.0141,5243,2413,322,74,25,8,0,7,0,0,0,0,0,0,0,0,0
921,Kansas,Doniphan,0.644,0.3108,0.0247,0.0206,2350,1134,90,46,17,9,0,3,0,0,0,0,0,0,0,0,0
922,Kansas,Douglas,0.4283,0.4581,0.1012,0.0125,17062,18249,4031,147,277,22,0,50,0,0,0,0,0,0,0,0,0
923,Kansas,Edwards,0.6795,0.286,0.0211,0.0134,1062,447,33,13,4,1,0,3,0,0,0,0,0,0,0,0,0
924,Kansas,Elk,0.6968,0.2594,0.0219,0.0219,1080,402,34,20,6,7,0,1,0,0,0,0,0,0,0,0,0
925,Kansas,Ellis,0.5839,0.3518,0.0487,0.0157,6516,3926,543,112,30,13,0,20,0,0,0,0,0,0,0,0,0
926,Kansas,Ellsworth,0.6499,0.2906,0.0458,0.0137,1845,825,130,28,9,1,0,1,0,0,0,0,0,0,0,0,0
927,Kansas,Finney,0.704,0.2657,0.0199,0.0104,6442,2431,182,45,26,11,0,13,0,0,0,0,0,0,0,0,0
928,Kansas,Ford,0.6785,0.2878,0.0224,0.0113,6050,2566,200,49,19,10,0,23,0,0,0,0,0,0,0,0,0
929,Kansas,Franklin,0.6135,0.3439,0.0317,0.011,5925,3321,306,60,29,9,0,8,0,0,0,0,0,0,0,0,0
930,Kansas,Geary,0.5792,0.3874,0.023,0.0103,3977,2660,158,42,15,3,0,11,0,0,0,0,0,0,0,0,0
931,Kansas,Gove,0.7505,0.198,0.0294,0.0221,1122,296,44,23,6,1,0,3,0,0,0,0,0,0,0,0,0
932,Kansas,Graham,0.7178,0.2347,0.0319,0.0156,1058,346,47,14,5,0,0,4,0,0,0,0,0,0,0,0,0
933,Kansas,Grant,0.7444,0.2391,0.0137,0.0028,2126,683,39,5,1,1,0,1,0,0,0,0,0,0,0,0,0
934,Kansas,Gray,0.7551,0.2231,0.0125,0.0093,1631,482,27,10,9,0,0,1,0,0,0,0,0,0,0,0,0
935,Kansas,Greeley,0.7821,0.1781,0.0299,0.01,628,143,24,5,3,0,0,0,0,0,0,0,0,0,0,0,0
936,Kansas,Greenwood,0.6717,0.2884,0.0227,0.0171,2392,1027,81,39,10,6,0,6,0,0,0,0,0,0,0,0,0
937,Kansas,Hamilton,0.7559,0.2215,0.0126,0.0101,901,264,15,6,4,1,0,1,0,0,0,0,0,0,0,0,0
938,Kansas,Harper,0.6795,0.2845,0.0245,0.0115,2076,869,75,20,5,6,0,4,0,0,0,0,0,0,0,0,0
939,Kansas,Harvey,0.6044,0.3355,0.0476,0.0125,8271,4591,651,76,54,21,0,20,0,0,0,0,0,0,0,0,0
940,Kansas,Haskell,0.8187,0.1627,0.0099,0.0087,1323,263,16,11,3,0,0,0,0,0,0,0,0,0,0,0,0
941,Kansas,Hodgeman,0.7675,0.1994,0.0193,0.0138,835,217,21,10,3,1,0,1,0,0,0,0,0,0,0,0,0
942,Kansas,Jackson,0.5716,0.379,0.0234,0.0259,3001,1990,123,98,24,9,0,5,0,0,0,0,0,0,0,0,0
943,Kansas,Jefferson,0.5615,0.3809,0.0408,0.0169,4423,3000,321,68,44,13,0,8,0,0,0,0,0,0,0,0,0
944,Kansas,Jewell,0.7459,0.2025,0.0304,0.0213,1400,380,57,23,12,2,0,3,0,0,0,0,0,0,0,0,0
945,Kansas,Johnson,0.5974,0.3637,0.0298,0.009,129965,79118,6493,608,1019,133,0,200,0,0,0,0,0,0,0,0,0
946,Kansas,Kearny,0.7554,0.223,0.0111,0.0105,1084,320,16,9,5,1,0,0,0,0,0,0,0,0,0,0,0
947,Kansas,Kingman,0.7017,0.2602,0.0226,0.0155,2672,991,86,36,10,12,0,1,0,0,0,0,0,0,0,0,0
948,Kansas,Kiowa,0.7848,0.1828,0.0211,0.0112,1262,294,34,8,6,1,0,3,0,0,0,0,0,0,0,0,0
949,Kansas,Labette,0.5241,0.4386,0.0269,0.0103,4475,3745,230,42,22,13,0,11,0,0,0,0,0,0,0,0,0
950,Kansas,Lane,0.7467,0.2224,0.0203,0.0106,846,252,23,6,4,1,0,1,0,0,0,0,0,0,0,0,0
951,Kansas,Leavenworth,0.5407,0.4182,0.0292,0.0119,12583,9733,679,124,103,19,0,30,0,0,0,0,0,0,0,0,0
952,Kansas,Lincoln,0.6852,0.2481,0.0519,0.0148,1295,469,98,20,5,2,0,1,0,0,0,0,0,0,0,0,0
953,Kansas,Linn,0.59,0.3726,0.0214,0.016,2513,1587,91,41,19,3,0,5,0,0,0,0,0,0,0,0,0
954,Kansas,Logan,0.7788,0.1654,0.0351,0.0208,1088,231,49,20,5,2,0,2,0,0,0,0,0,0,0,0,0
955,Kansas,Lyon,0.5341,0.4167,0.0335,0.0157,6652,5190,417,92,38,14,0,52,0,0,0,0,0,0,0,0,0
956,Kansas,McPherson,0.6822,0.2626,0.0429,0.0124,8501,3272,534,59,54,14,0,27,0,0,0,0,0,0,0,0,0
957,Kansas,Marion,0.704,0.2499,0.032,0.0141,4156,1475,189,42,22,9,0,10,0,0,0,0,0,0,0,0,0
958,Kansas,Marshall,0.5994,0.358,0.0262,0.0164,3066,1831,134,62,8,7,0,7,0,0,0,0,0,0,0,0,0
959,Kansas,Meade,0.7813,0.1948,0.0161,0.0078,1604,400,33,11,3,1,0,1,0,0,0,0,0,0,0,0,0
960,Kansas,Miami,0.5696,0.3923,0.0253,0.0128,6611,4554,294,67,50,11,0,20,0,0,0,0,0,0,0,0,0
961,Kansas,Mitchell,0.7195,0.2299,0.0352,0.0153,2350,751,115,34,6,4,0,6,0,0,0,0,0,0,0,0,0
962,Kansas,Montgomery,0.6181,0.347,0.0196,0.0153,8496,4770,269,113,58,21,0,18,0,0,0,0,0,0,0,0,0
963,Kansas,Morris,0.6055,0.334,0.0394,0.0212,1599,882,104,44,5,0,0,7,0,0,0,0,0,0,0,0,0
964,Kansas,Morton,0.7726,0.2062,0.0122,0.009,1203,321,19,6,4,1,0,3,0,0,0,0,0,0,0,0,0
965,Kansas,Nemaha,0.6764,0.2824,0.0193,0.0219,3578,1494,102,91,15,3,0,7,0,0,0,0,0,0,0,0,0
966,Kansas,Neosho,0.5829,0.3758,0.0282,0.0131,4014,2588,194,67,9,6,0,8,0,0,0,0,0,0,0,0,0
967,Kansas,Ness,0.7569,0.2042,0.0261,0.0128,1420,383,49,14,5,5,0,0,0,0,0,0,0,0,0,0,0
968,Kansas,Norton,0.7115,0.244,0.0265,0.018,1744,598,65,23,6,2,0,13,0,0,0,0,0,0,0,0,0
969,Kansas,Osage,0.5701,0.3826,0.0259,0.0215,3770,2530,171,86,31,12,0,13,0,0,0,0,0,0,0,0,0
970,Kansas,Osborne,0.7054,0.2384,0.0365,0.0197,1432,484,74,28,6,2,0,4,0,0,0,0,0,0,0,0,0
971,Kansas,Ottawa,0.7083,0.2261,0.052,0.0136,1977,631,145,25,4,7,0,2,0,0,0,0,0,0,0,0,0
972,Kansas,Pawnee,0.6293,0.3293,0.0316,0.0099,1850,968,93,13,6,3,0,7,0,0,0,0,0,0,0,0,0
973,Kansas,Phillips,0.7367,0.2188,0.0304,0.014,2057,611,85,22,8,6,0,3,0,0,0,0,0,0,0,0,0
974,Kansas,Pottawatomie,0.6448,0.2635,0.0326,0.0591,4985,2037,252,408,29,12,0,8,0,0,0,0,0,0,0,0,0
975,Kansas,Pratt,0.6533,0.2976,0.0337,0.0154,2885,1314,149,39,14,7,0,8,0,0,0,0,0,0,0,0,0
976,Kansas,Rawlins,0.7753,0.1759,0.0282,0.0207,1349,306,49,28,5,2,0,1,0,0,0,0,0,0,0,0,0
977,Kansas,Reno,0.5969,0.3549,0.0345,0.0137,15179,9025,877,180,102,37,0,30,0,0,0,0,0,0,0,0,0
978,Kansas,Republic,0.7501,0.2023,0.0345,0.0131,2239,604,103,24,9,2,0,4,0,0,0,0,0,0,0,0,0
979,Kansas,Rice,0.6423,0.3146,0.0283,0.0148,2903,1422,128,40,16,4,0,7,0,0,0,0,0,0,0,0,0
980,Kansas,Riley,0.5847,0.339,0.0642,0.0122,10672,6188,1171,119,69,9,0,25,0,0,0,0,0,0,0,0,0
981,Kansas,Rooks,0.7265,0.2151,0.0378,0.0205,2016,597,105,45,8,2,0,2,0,0,0,0,0,0,0,0,0
982,Kansas,Rush,0.6661,0.2724,0.0442,0.0173,1235,505,82,21,7,2,0,2,0,0,0,0,0,0,0,0,0
983,Kansas,Russell,0.699,0.2545,0.0348,0.0118,2434,886,121,23,8,5,0,5,0,0,0,0,0,0,0,0,0
984,Kansas,Saline,0.5766,0.3478,0.0635,0.0121,12412,7487,1367,145,68,20,0,28,0,0,0,0,0,0,0,0,0
985,Kansas,Scott,0.7864,0.1815,0.0226,0.0096,1811,418,52,17,4,1,0,0,0,0,0,0,0,0,0,0,0
986,Kansas,Sedgwick,0.5735,0.3828,0.0286,0.0151,93724,62561,4669,1006,928,290,0,239,0,0,0,0,0,0,0,0,0
987,Kansas,Seward,0.7592,0.221,0.0118,0.008,3869,1126,60,17,20,4,0,0,0,0,0,0,0,0,0,0,0
988,Kansas,Shawnee,0.4826,0.4682,0.034,0.0152,35894,34818,2529,725,263,77,0,67,0,0,0,0,0,0,0,0,0
989,Kansas,Sheridan,0.7602,0.1887,0.0369,0.0141,1132,281,55,16,1,4,0,0,0,0,0,0,0,0,0,0,0
990,Kansas,Sherman,0.7062,0.2539,0.0224,0.0175,1894,681,60,24,14,6,0,3,0,0,0,0,0,0,0,0,0
991,Kansas,Smith,0.7024,0.2445,0.0362,0.0169,1534,534,79,16,7,8,0,6,0,0,0,0,0,0,0,0,0
992,Kansas,Stafford,0.7027,0.2577,0.0245,0.015,1546,567,54,21,5,5,0,2,0,0,0,0,0,0,0,0,0
993,Kansas,Stanton,0.7629,0.2089,0.0155,0.0126,785,215,16,8,1,3,0,1,0,0,0,0,0,0,0,0,0
994,Kansas,Stevens,0.8119,0.1634,0.0161,0.0085,1714,345,34,9,4,3,0,2,0,0,0,0,0,0,0,0,0
995,Kansas,Sumner,0.6036,0.3469,0.0299,0.0196,6176,3549,306,107,49,23,0,22,0,0,0,0,0,0,0,0,0
996,Kansas,Thomas,0.7466,0.2135,0.0246,0.0153,2822,807,93,38,8,7,0,5,0,0,0,0,0,0,0,0,0
997,Kansas,Trego,0.6641,0.2809,0.0376,0.0174,1220,516,69,18,4,5,0,5,0,0,0,0,0,0,0,0,0
998,Kansas,Wabaunsee,0.638,0.2997,0.0281,0.0342,2182,1025,96,89,16,8,0,4,0,0,0,0,0,0,0,0,0
999,Kansas,Wallace,0.856,0.1196,0.0163,0.0081,737,103,14,2,3,0,0,2,0,0,0,0,0,0,0,0,0
1000,Kansas,Washington,0.7487,0.2103,0.0236,0.0174,2446,687,77,42,7,7,0,1,0,0,0,0,0,0,0,0,0
1001,Kansas,Wichita,0.7881,0.1899,0.0138,0.0083,859,207,15,7,1,0,0,1,0,0,0,0,0,0,0,0,0
1002,Kansas,Wilson,0.6711,0.2896,0.0244,0.0149,2748,1186,100,24,16,12,0,9,0,0,0,0,0,0,0,0,0
1003,Kansas,Woodson,0.6107,0.3266,0.037,0.0257,974,521,59,27,6,3,0,5,0,0,0,0,0,0,0,0,0
1004,Kansas,Wyandotte,0.2905,0.6714,0.0267,0.0114,14024,32411,1287,273,191,35,0,51,0,0,0,0,0,0,0,0,0
1005,Kentucky,Adair,0.7451,0.2428,0.0066,0.0056,5460,1779,48,15,12,4,0,10,0,0,0,0,0,0,0,0,0
1006,Kentucky,Allen,0.6867,0.3033,0.0048,0.0051,4415,1950,31,10,11,4,0,8,0,0,0,0,0,0,0,0,0
1007,Kentucky,Anderson,0.6162,0.3643,0.0151,0.0045,4909,2902,120,18,9,5,0,4,0,0,0,0,0,0,0,0,0
1008,Kentucky,Ballard,0.4839,0.4988,0.0061,0.0111,1824,1880,23,29,6,4,0,3,0,0,0,0,0,0,0,0,0
1009,Kentucky,Barren,0.6314,0.3561,0.0078,0.0047,8741,4930,108,33,19,3,0,10,0,0,0,0,0,0,0,0,0
1010,Kentucky,Bath,0.5149,0.4666,0.011,0.0076,2303,2087,49,17,2,4,0,11,0,0,0,0,0,0,0,0,0
1011,Kentucky,Bell,0.5263,0.4511,0.0096,0.0129,5585,4787,102,41,15,8,0,73,0,0,0,0,0,0,0,0,0
1012,Kentucky,Boone,0.6883,0.2891,0.0152,0.0073,22016,9248,485,136,65,12,0,22,0,0,0,0,0,0,0,0,0
1013,Kentucky,Bourbon,0.5465,0.4292,0.0177,0.0066,3881,3048,126,20,9,7,0,11,0,0,0,0,0,0,0,0,0
1014,Kentucky,Boyd,0.4821,0.4974,0.0143,0.0063,9247,9541,274,61,33,12,0,14,0,0,0,0,0,0,0,0,0
1015,Kentucky,Boyle,0.5933,0.3838,0.0171,0.0058,6126,3963,177,21,20,8,0,11,0,0,0,0,0,0,0,0,0
1016,Kentucky,Bracken,0.684,0.2941,0.0123,0.0096,2065,888,37,18,8,2,0,1,0,0,0,0,0,0,0,0,0
1017,Kentucky,Breathitt,0.4108,0.572,0.0112,0.0059,2084,2902,57,12,7,0,0,11,0,0,0,0,0,0,0,0,0
1018,Kentucky,Breckinridge,0.6391,0.3482,0.0064,0.0063,4763,2595,48,20,11,4,0,12,0,0,0,0,0,0,0,0,0
1019,Kentucky,Bullitt,0.6197,0.3613,0.0119,0.0071,14054,8195,270,83,48,10,0,19,0,0,0,0,0,0,0,0,0
1020,Kentucky,Butler,0.7293,0.2593,0.0054,0.006,3654,1299,27,17,8,2,0,3,0,0,0,0,0,0,0,0,0
1021,Kentucky,Caldwell,0.5766,0.4055,0.0099,0.008,3161,2223,54,25,11,5,0,3,0,0,0,0,0,0,0,0,0
1022,Kentucky,Calloway,0.5635,0.4121,0.0173,0.0071,7705,5635,236,62,26,4,0,5,0,0,0,0,0,0,0,0,0
1023,Kentucky,Campbell,0.6149,0.3561,0.0213,0.0077,20789,12040,720,124,82,20,0,34,0,0,0,0,0,0,0,0,0
1024,Kentucky,Carlisle,0.5418,0.4431,0.0054,0.0096,1405,1149,14,14,3,5,0,3,0,0,0,0,0,0,0,0,0
1025,Kentucky,Carroll,0.5196,0.4576,0.0163,0.0066,1818,1601,57,8,9,3,0,3,0,0,0,0,0,0,0,0,0
1026,Kentucky,Carter,0.5153,0.4668,0.0108,0.007,4617,4182,97,30,13,7,0,13,0,0,0,0,0,0,0,0,0
1027,Kentucky,Casey,0.7833,0.2052,0.0066,0.0049,4284,1122,36,12,7,3,0,5,0,0,0,0,0,0,0,0,0
1028,Kentucky,Christian,0.6069,0.3814,0.0077,0.004,10787,6778,137,31,19,6,0,15,0,0,0,0,0,0,0,0,0
1029,Kentucky,Clark,0.585,0.3943,0.0153,0.0054,7297,4918,191,24,22,13,0,8,0,0,0,0,0,0,0,0,0
1030,Kentucky,Clay,0.7331,0.2564,0.0042,0.0063,4926,1723,28,26,4,4,0,8,0,0,0,0,0,0,0,0,0
1031,Kentucky,Clinton,0.7489,0.2397,0.0056,0.0058,3224,1032,24,14,3,4,0,4,0,0,0,0,0,0,0,0,0
1032,Kentucky,Crittenden,0.5944,0.3876,0.0099,0.0082,2469,1610,41,24,4,3,0,3,0,0,0,0,0,0,0,0,0
1033,Kentucky,Cumberland,0.7385,0.2448,0.0073,0.0093,2220,736,22,8,13,4,0,3,0,0,0,0,0,0,0,0,0
1034,Kentucky,Daviess,0.5894,0.3898,0.014,0.0068,21361,14126,506,98,67,50,0,32,0,0,0,0,0,0,0,0,0
1035,Kentucky,Edmonson,0.6507,0.3423,0.0034,0.0036,3250,1710,17,9,7,1,0,1,0,0,0,0,0,0,0,0,0
1036,Kentucky,Elliott,0.3473,0.6405,0.008,0.0042,827,1525,19,3,2,2,0,3,0,0,0,0,0,0,0,0,0
1037,Kentucky,Estill,0.6439,0.3378,0.0108,0.0074,3033,1591,51,12,9,2,0,12,0,0,0,0,0,0,0,0,0
1038,Kentucky,Fayette,0.5167,0.4482,0.0289,0.0062,54495,47277,3052,217,285,48,0,101,0,0,0,0,0,0,0,0,0
1039,Kentucky,Fleming,0.6337,0.3501,0.0083,0.0079,3282,1813,43,23,7,4,0,7,0,0,0,0,0,0,0,0,0
1040,Kentucky,Floyd,0.3292,0.6553,0.0084,0.0071,5068,10088,129,37,29,14,0,29,0,0,0,0,0,0,0,0,0
1041,Kentucky,Franklin,0.4715,0.5012,0.0207,0.0066,10209,10853,449,61,46,10,0,26,0,0,0,0,0,0,0,0,0
1042,Kentucky,Fulton,0.4638,0.5208,0.0072,0.0082,1293,1452,20,10,2,2,0,9,0,0,0,0,0,0,0,0,0
1043,Kentucky,Gallatin,0.547,0.4266,0.0155,0.011,1345,1049,38,8,11,2,0,6,0,0,0,0,0,0,0,0,0
1044,Kentucky,Garrard,0.6943,0.2942,0.0074,0.0041,4043,1713,43,7,9,0,0,8,0,0,0,0,0,0,0,0,0
1045,Kentucky,Grant,0.6202,0.3615,0.0127,0.0056,4405,2568,90,19,12,5,0,4,0,0,0,0,0,0,0,0,0
1046,Kentucky,Graves,0.5515,0.4284,0.0092,0.0108,7849,6097,131,90,30,19,0,15,0,0,0,0,0,0,0,0,0
1047,Kentucky,Grayson,0.6831,0.3044,0.0068,0.0057,5843,2604,58,18,10,8,0,13,0,0,0,0,0,0,0,0,0
1048,Kentucky,Green,0.7601,0.2281,0.0065,0.0053,3615,1085,31,11,7,3,0,4,0,0,0,0,0,0,0,0,0
1049,Kentucky,Greenup,0.4933,0.4886,0.0121,0.006,7233,7164,178,40,14,17,0,17,0,0,0,0,0,0,0,0,0
1050,Kentucky,Hancock,0.5629,0.4177,0.0136,0.0058,2032,1508,49,12,2,2,0,5,0,0,0,0,0,0,0,0,0
1051,Kentucky,Hardin,0.6179,0.3615,0.0142,0.0063,18964,11095,437,84,66,13,0,31,0,0,0,0,0,0,0,0,0
1052,Kentucky,Harlan,0.4727,0.5093,0.0104,0.0076,4980,5365,110,39,13,8,0,20,0,0,0,0,0,0,0,0,0
1053,Kentucky,Harrison,0.5737,0.4021,0.0172,0.007,3793,2658,114,22,10,11,0,3,0,0,0,0,0,0,0,0,0
1054,Kentucky,Hart,0.6189,0.3657,0.0088,0.0066,3725,2201,53,16,10,5,0,9,0,0,0,0,0,0,0,0,0
1055,Kentucky,Henderson,0.48,0.5022,0.0135,0.0044,7698,8054,217,28,19,11,0,12,0,0,0,0,0,0,0,0,0
1056,Kentucky,Henry,0.5927,0.3868,0.0133,0.0071,3244,2117,73,18,14,2,0,5,0,0,0,0,0,0,0,0,0
1057,Kentucky,Hickman,0.5419,0.4426,0.0085,0.0071,1151,940,18,13,1,0,0,1,0,0,0,0,0,0,0,0,0
1058,Kentucky,Hopkins,0.5755,0.4084,0.0097,0.0064,9490,6734,160,50,27,9,0,19,0,0,0,0,0,0,0,0,0
1059,Kentucky,Jackson,0.8402,0.1444,0.0093,0.0062,4079,701,45,12,7,5,0,6,0,0,0,0,0,0,0,0,0
1060,Kentucky,Jefferson,0.4797,0.4958,0.0196,0.0049,145052,149901,5935,639,581,92,0,161,0,0,0,0,0,0,0,0,0
1061,Kentucky,Jessamine,0.6689,0.3076,0.0177,0.0058,10074,4633,266,38,26,8,0,16,0,0,0,0,0,0,0,0,0
1062,Kentucky,Johnson,0.5847,0.3974,0.0104,0.0075,4783,3251,85,22,11,8,0,20,0,0,0,0,0,0,0,0,0
1063,Kentucky,Kenton,0.629,0.3397,0.023,0.0083,35363,19100,1293,203,182,36,0,46,0,0,0,0,0,0,0,0,0
1064,Kentucky,Knott,0.3142,0.6734,0.0065,0.0059,2029,4349,42,10,11,4,0,13,0,0,0,0,0,0,0,0,0
1065,Kentucky,Knox,0.6113,0.3724,0.0084,0.008,6058,3690,83,34,11,12,0,22,0,0,0,0,0,0,0,0,0
1066,Kentucky,Larue,0.6534,0.3335,0.0079,0.0052,3384,1727,41,15,6,3,0,3,0,0,0,0,0,0,0,0,0
1067,Kentucky,Laurel,0.719,0.268,0.0076,0.0054,13029,4856,138,37,24,14,0,22,0,0,0,0,0,0,0,0,0
1068,Kentucky,Lawrence,0.5594,0.4255,0.0089,0.0062,2969,2258,47,16,12,2,0,3,0,0,0,0,0,0,0,0,0
1069,Kentucky,Lee,0.6849,0.3025,0.0062,0.0065,1893,836,17,8,2,0,0,8,0,0,0,0,0,0,0,0,0
1070,Kentucky,Leslie,0.7124,0.2729,0.0063,0.0083,3159,1210,28,10,15,5,0,7,0,0,0,0,0,0,0,0,0
1071,Kentucky,Letcher,0.4554,0.5229,0.0141,0.0076,4092,4698,127,33,11,6,0,18,0,0,0,0,0,0,0,0,0
1072,Kentucky,Lewis,0.7042,0.2831,0.0085,0.0042,3217,1293,39,8,5,2,0,4,0,0,0,0,0,0,0,0,0
1073,Kentucky,Lincoln,0.6312,0.3525,0.0093,0.007,4795,2678,71,27,10,6,0,10,0,0,0,0,0,0,0,0,0
1074,Kentucky,Livingston,0.5007,0.478,0.0102,0.0111,2118,2022,43,24,10,12,0,1,0,0,0,0,0,0,0,0,0
1075,Kentucky,Logan,0.5727,0.4163,0.0065,0.0045,5344,3885,61,17,7,4,0,14,0,0,0,0,0,0,0,0,0
1076,Kentucky,Lyon,0.4936,0.4912,0.0088,0.0064,1688,1680,30,13,4,1,0,4,0,0,0,0,0,0,0,0,0
1077,Kentucky,McCracken,0.5525,0.4276,0.0113,0.0086,14745,11412,302,98,64,39,0,29,0,0,0,0,0,0,0,0,0
1078,Kentucky,McCreary,0.692,0.2955,0.0079,0.0046,3321,1418,38,10,7,1,0,4,0,0,0,0,0,0,0,0,0
1079,Kentucky,McLean,0.5517,0.4344,0.0109,0.003,2219,1747,44,6,2,0,0,4,0,0,0,0,0,0,0,0,0
1080,Kentucky,Madison,0.5781,0.3933,0.0222,0.0063,13682,9309,525,39,64,18,0,29,0,0,0,0,0,0,0,0,0
1081,Kentucky,Magoffin,0.5107,0.4774,0.0042,0.0077,2785,2603,23,14,14,8,0,6,0,0,0,0,0,0,0,0,0
1082,Kentucky,Marion,0.5277,0.4498,0.0151,0.0074,3259,2778,93,30,12,1,0,3,0,0,0,0,0,0,0,0,0
1083,Kentucky,Marshall,0.53,0.4508,0.0102,0.009,7294,6203,140,71,17,28,0,8,0,0,0,0,0,0,0,0,0
1084,Kentucky,Martin,0.5985,0.3846,0.0081,0.0088,2667,1714,36,10,8,8,0,13,0,0,0,0,0,0,0,0,0
1085,Kentucky,Mason,0.6082,0.3708,0.015,0.006,3572,2178,88,16,12,3,0,4,0,0,0,0,0,0,0,0,0
1086,Kentucky,Meade,0.5864,0.3964,0.0115,0.0057,5319,3596,104,23,16,3,0,10,0,0,0,0,0,0,0,0,0
1087,Kentucky,Menifee,0.5202,0.4615,0.0084,0.0098,1170,1038,19,10,4,6,0,2,0,0,0,0,0,0,0,0,0
1088,Kentucky,Mercer,0.6212,0.3582,0.0149,0.0057,5362,3092,129,19,14,3,0,13,0,0,0,0,0,0,0,0,0
1089,Kentucky,Metcalfe,0.6433,0.3424,0.0107,0.0036,2476,1318,41,5,5,1,0,3,0,0,0,0,0,0,0,0,0
1090,Kentucky,Monroe,0.786,0.2079,0.0027,0.0034,4377,1158,15,9,5,0,0,5,0,0,0,0,0,0,0,0,0
1091,Kentucky,Montgomery,0.5322,0.4499,0.0102,0.0076,4534,3833,87,28,17,5,0,15,0,0,0,0,0,0,0,0,0
1092,Kentucky,Morgan,0.5413,0.4422,0.0104,0.0061,2295,1875,44,11,6,1,0,8,0,0,0,0,0,0,0,0,0
1093,Kentucky,Muhlenberg,0.4615,0.5265,0.0073,0.0047,5518,6295,87,30,14,5,0,7,0,0,0,0,0,0,0,0,0
1094,Kentucky,Nelson,0.5719,0.4064,0.0157,0.006,7714,5481,212,38,23,10,0,10,0,0,0,0,0,0,0,0,0
1095,Kentucky,Nicholas,0.6034,0.3719,0.0157,0.009,1613,994,42,12,7,4,0,1,0,0,0,0,0,0,0,0,0
1096,Kentucky,Ohio,0.6094,0.3719,0.0116,0.0071,5413,3303,103,35,15,3,0,10,0,0,0,0,0,0,0,0,0
1097,Kentucky,Oldham,0.67,0.3077,0.0172,0.0051,13580,6236,349,35,48,10,0,10,0,0,0,0,0,0,0,0,0
1098,Kentucky,Owen,0.6344,0.3425,0.0167,0.0064,2582,1394,68,17,8,0,0,1,0,0,0,0,0,0,0,0,0
1099,Kentucky,Owsley,0.8028,0.1857,0.0055,0.006,1466,339,10,5,3,1,0,2,0,0,0,0,0,0,0,0,0
1100,Kentucky,Pendleton,0.6338,0.3477,0.0119,0.0067,3044,1670,57,13,12,2,0,5,0,0,0,0,0,0,0,0,0
1101,Kentucky,Perry,0.482,0.5015,0.0094,0.0072,5300,5514,103,29,16,2,0,32,0,0,0,0,0,0,0,0,0
1102,Kentucky,Pike,0.4413,0.5459,0.0068,0.006,11005,13611,169,76,35,14,0,25,0,0,0,0,0,0,0,0,0
1103,Kentucky,Powell,0.5177,0.4603,0.0144,0.0076,2258,2008,63,15,9,4,0,5,0,0,0,0,0,0,0,0,0
1104,Kentucky,Pulaski,0.7356,0.2514,0.0083,0.0048,15845,5415,178,44,29,13,0,17,0,0,0,0,0,0,0,0,0
1105,Kentucky,Robertson,0.6313,0.3417,0.024,0.003,630,341,24,1,0,0,0,2,0,0,0,0,0,0,0,0,0
1106,Kentucky,Rockcastle,0.7608,0.2237,0.0086,0.0069,3992,1174,45,15,8,4,0,9,0,0,0,0,0,0,0,0,0
1107,Kentucky,Rowan,0.4907,0.4851,0.0188,0.0054,3546,3505,136,14,17,1,0,7,0,0,0,0,0,0,0,0,0
1108,Kentucky,Russell,0.7447,0.2417,0.0076,0.0059,5268,1710,54,23,7,2,0,10,0,0,0,0,0,0,0,0,0
1109,Kentucky,Scott,0.5768,0.3969,0.0197,0.0065,7952,5472,272,35,16,12,0,27,0,0,0,0,0,0,0,0,0
