CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
703,Illinois,White,0.592,0.3873,0.0148,0.0059,4521,2958,113,40,3,0,0,2,0,0,0,0,0,0,0,0,0
704,Illinois,Whiteside,0.453,0.5188,0.0207,0.0074,11252,12886,515,121,49,0,0,14,0,0,0,0,0,0,0,0,0
705,Illinois,Will,0.5,0.4743,0.0197,0.0061,95828,90902,3769,676,417,0,0,78,0,0,0,0,0,0,0,0,0
706,Illinois,Williamson,0.5201,0.4526,0.0177,0.0096,14012,12192,476,154,94,0,0,11,0,0,0,0,0,0,0,0,0
707,Illinois,Winnebago,0.4924,0.4756,0.0241,0.0079,53816,51981,2637,345,459,8,0,51,0,0,0,0,0,0,0,0,0
708,Illinois,Woodford,0.6494,0.3292,0.0157,0.0057,10905,5529,263,59,34,0,0,3,0,0,0,0,0,0,0,0,0
709,Indiana,Adams,0.6795,0.2998,0.0036,0.0171,8555,3775,45,146,69,0,0,0,0,0,0,0,0,0,0,0,0
710,Indiana,Allen,0.616,0.3642,0.0049,0.0149,70426,41636,556,949,744,5,0,4,0,0,0,0,0,0,0,0,0
711,Indiana,Bartholomew,0.6287,0.3498,0.007,0.0145,16200,9015,181,206,166,0,0,0,1,0,0,0,0,0,0,0,0
712,Indiana,Benton,0.6301,0.3428,0.0052,0.0219,2441,1328,20,46,39,0,0,0,0,0,0,0,0,0,0,0,0
713,Indiana,Blackford,0.5516,0.4298,0.0037,0.0149,2699,2103,18,42,31,0,0,0,0,0,0,0,0,0,0,0,0
714,Indiana,Boone,0.7154,0.2589,0.0107,0.015,13161,4763,196,113,163,0,0,0,0,0,0,0,0,0,0,0,0
715,Indiana,Brown,0.5678,0.3826,0.0308,0.0188,3871,2608,210,68,53,3,2,2,0,0,0,0,0,0,0,0,0
716,Indiana,Carroll,0.6171,0.3586,0.0105,0.0138,5102,2965,87,67,42,5,0,0,0,0,0,0,0,0,0,0,0
717,Indiana,Cass,0.616,0.3583,0,0.0258,9305,5412,0,164,190,0,0,35,0,0,0,0,0,0,0,0,0
718,Indiana,Clark,0.5201,0.465,0.0057,0.0093,19417,17360,212,205,140,0,0,2,0,0,0,0,0,0,0,0,0
719,Indiana,Clay,0.6294,0.3549,0.0019,0.0139,6393,3605,19,85,56,0,0,0,0,0,0,0,0,0,0,0,0
720,Indiana,Clinton,0.6497,0.3315,0.0036,0.0152,7141,3643,40,91,75,1,0,0,0,0,0,0,0,0,0,0,0
721,Indiana,Crawford,0.5529,0.4317,0.004,0.0114,2327,1817,17,33,15,0,0,0,0,0,0,0,0,0,0,0,0
722,Indiana,Daviess,0.704,0.2763,0.005,0.0147,6872,2697,49,91,52,0,0,0,0,0,0,0,0,0,0,0,0
723,Indiana,Dearborn,0.6488,0.3411,0,0.0101,11452,6020,0,95,83,0,0,0,0,0,0,0,0,0,0,0,0
724,Indiana,Decatur,0.6668,0.315,0.0012,0.017,6115,2889,11,100,54,0,0,2,0,0,0,0,0,0,0,0,0
725,Indiana,Dekalb,0.6312,0.3465,0.0052,0.0172,8701,4776,71,148,88,1,0,0,0,0,0,0,0,0,0,0,0
726,Indiana,Delaware,0.5007,0.4729,0.0087,0.0177,22105,20876,386,417,350,2,0,11,0,0,0,0,0,0,0,0,0
727,Indiana,Dubois,0.6536,0.3283,0.0027,0.0154,10134,5090,42,129,109,0,0,0,0,0,0,0,0,0,0,0,0
728,Indiana,Elkhart,0.6746,0.3011,0.0118,0.0125,36756,16402,642,385,277,11,1,6,2,0,0,0,0,0,0,0,0
729,Indiana,Fayette,0.5852,0.3949,0.0036,0.0163,5060,3415,31,98,42,1,0,0,0,0,0,0,0,0,0,0,0
730,Indiana,Floyd,0.549,0.4399,0.0017,0.0094,16486,13209,52,154,129,0,0,0,0,0,0,0,0,0,0,0,0
731,Indiana,Fountain,0.6054,0.3732,0.0025,0.019,4408,2717,18,100,38,0,0,0,0,0,0,0,0,0,0,0,0
732,Indiana,Franklin,0.67,0.3107,0.003,0.0163,5587,2591,25,86,49,0,0,1,0,0,0,0,0,0,0,0,0
733,Indiana,Fulton,0.6266,0.3555,0.0044,0.0135,5218,2960,37,85,27,0,0,0,0,0,0,0,0,0,0,0,0
734,Indiana,Gibson,0.5616,0.4213,0.0056,0.0115,7734,5802,77,97,60,2,0,0,0,0,0,0,0,0,0,0,0
735,Indiana,Grant,0.6122,0.3681,0.0032,0.0166,16153,9712,84,261,166,9,0,1,0,0,0,0,0,0,0,0,0
736,Indiana,Greene,0.5905,0.3881,0.0045,0.0168,7452,4898,57,102,110,0,0,0,0,0,0,0,0,0,0,0,0
737,Indiana,Hamilton,0.7425,0.2371,0.0088,0.0116,56372,18002,669,312,553,9,2,7,0,0,0,0,0,0,0,0,0
738,Indiana,Hancock,0.6947,0.2834,0.0055,0.0165,15943,6503,126,176,194,4,2,1,1,0,0,0,0,0,0,0,0
739,Indiana,Harrison,0.5848,0.3941,0.0068,0.0144,8711,5870,101,131,82,1,0,0,0,0,0,0,0,0,0,0,0
740,Indiana,Hendricks,0.7123,0.2682,0.0041,0.0154,28651,10786,164,316,302,1,0,0,1,0,0,0,0,0,0,0,0
741,Indiana,Henry,0.5635,0.4175,0.0005,0.0185,10321,7647,9,213,125,0,0,0,0,0,0,0,0,0,0,0,0
742,Indiana,Howard,0.5963,0.3783,0.0101,0.0153,20331,12899,343,289,221,6,0,6,0,0,0,0,0,0,0,0,0
743,Indiana,Huntington,0.6917,0.2817,0.0111,0.0155,10113,4119,162,124,102,0,0,0,0,0,0,0,0,0,0,0,0
744,Indiana,Jackson,0.6201,0.365,0.0018,0.0131,9054,5330,27,133,55,2,0,1,0,0,0,0,0,0,0,0,0
745,Indiana,Jasper,0.6458,0.3353,0.0064,0.0125,7212,3744,71,68,67,3,0,2,0,0,0,0,0,0,0,0,0
746,Indiana,Jay,0.5837,0.3944,0.0019,0.02,4687,3167,15,96,65,0,0,0,0,0,0,0,0,0,0,0,0
747,Indiana,Jefferson,0.5517,0.4289,0.007,0.0124,6582,5117,84,89,54,4,0,1,0,0,0,0,0,0,0,0,0
748,Indiana,Jennings,0.6037,0.3738,0.005,0.0175,5732,3549,47,107,59,0,0,0,0,0,0,0,0,0,0,0,0
749,Indiana,Johnson,0.6954,0.2827,0.0042,0.0177,29404,11952,178,382,364,0,0,4,0,0,0,0,0,0,0,0,0
750,Indiana,Knox,0.5636,0.4185,0.005,0.0128,8485,6300,76,100,93,0,0,0,0,0,0,0,0,0,0,0,0
751,Indiana,Kosciusko,0.753,0.2288,0.0036,0.0145,19040,5785,92,182,183,2,0,0,0,0,0,0,0,0,0,0,0
752,Indiana,LaGrange,0.6525,0.328,0.0061,0.0134,5437,2733,51,74,30,6,0,2,0,0,0,0,0,0,0,0,0
753,Indiana,Lake,0.3602,0.6198,0.0094,0.0106,63389,109078,1659,1131,732,5,0,0,0,0,0,0,0,0,0,0,0
754,Indiana,LaPorte,0.4779,0.4965,0.0104,0.0152,18994,19736,413,371,225,2,0,4,2,0,0,0,0,0,0,0,0
755,Indiana,Lawrence,0.6614,0.3141,0.0063,0.0182,10677,5071,101,183,109,1,0,0,0,0,0,0,0,0,0,0,0
756,Indiana,Madison,0.5354,0.4482,0,0.0164,27956,23403,0,531,326,0,0,0,0,0,0,0,0,0,0,0,0
757,Indiana,Marion,0.4923,0.4794,0.0106,0.0176,137810,134189,2967,1413,3319,68,40,70,27,0,0,0,0,0,0,0,0
758,Indiana,Marshall,0.6357,0.3431,0.0067,0.0145,10266,5541,109,164,69,0,0,1,0,0,0,0,0,0,0,0,0
759,Indiana,Martin,0.6526,0.3294,0.003,0.015,3008,1518,14,44,25,0,0,0,0,0,0,0,0,0,0,0,0
760,Indiana,Miami,0.6498,0.3214,0.0034,0.0254,8401,4155,44,198,130,0,0,0,0,0,0,0,0,0,0,0,0
761,Indiana,Monroe,0.4761,0.4357,0.0744,0.0139,19147,17523,2991,141,404,2,3,4,5,0,0,0,0,0,0,0,0
762,Indiana,Montgomery,0.6787,0.2976,0.0101,0.0137,8891,3899,132,100,79,0,0,0,0,0,0,0,0,0,0,0,0
763,Indiana,Morgan,0.6937,0.2826,0.0069,0.0168,15286,6228,151,196,174,0,1,0,0,0,0,0,0,0,0,0,0
764,Indiana,Newton,0.5898,0.3813,0.0051,0.0238,3250,2101,28,87,44,0,0,0,0,0,0,0,0,0,0,0,0
765,Indiana,Noble,0.6403,0.3392,0.0046,0.0158,9103,4822,66,137,86,1,1,0,0,0,0,0,0,0,0,0,0
766,Indiana,Ohio,0.6079,0.3816,0.0024,0.008,1515,951,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0
767,Indiana,Orange,0.6285,0.3488,0.0062,0.0166,4687,2601,46,75,49,0,0,0,0,0,0,0,0,0,0,0,0
768,Indiana,Owen,0.618,0.3465,0.0131,0.0225,4019,2253,85,68,77,0,0,1,0,0,0,0,0,0,0,0,0
769,Indiana,Parke,0.5958,0.3848,0.0031,0.0163,3841,2481,20,61,44,0,0,0,0,0,0,0,0,0,0,0,0
770,Indiana,Perry,0.4685,0.5175,0.0035,0.0104,3461,3823,26,37,40,0,0,0,0,0,0,0,0,0,0,0,0
771,Indiana,Pike,0.5659,0.4134,0.0005,0.0203,3566,2605,3,88,40,0,0,0,0,0,0,0,0,0,0,0,0
772,Indiana,Porter,0.5247,0.4512,0.01,0.0141,31157,26790,592,510,322,2,0,5,0,0,0,0,0,0,0,0,0
773,Indiana,Posey,0.5849,0.3987,0.0047,0.0117,6498,4430,52,85,45,0,0,0,0,0,0,0,0,0,0,0,0
774,Indiana,Pulaski,0.6337,0.3478,0.0031,0.0154,3497,1919,17,47,38,0,0,0,0,0,0,0,0,0,0,0,0
775,Indiana,Putnam,0.6193,0.3473,0.0121,0.0212,7352,4123,144,148,97,3,0,4,0,0,0,0,0,0,0,0,0
776,Indiana,Randolph,0.5942,0.3855,0.002,0.0184,6020,3906,20,126,60,0,0,0,0,0,0,0,0,0,0,0,0
777,Indiana,Ripley,0.6546,0.3277,0.0022,0.0156,6988,3498,23,110,56,0,0,0,0,0,0,0,0,0,0,0,0
778,Indiana,Rush,0.652,0.3254,0.0029,0.0198,4749,2370,21,78,66,0,0,0,0,0,0,0,0,0,0,0,0
779,Indiana,St. Joseph,0.4881,0.4894,0.0093,0.0132,47581,47703,905,611,665,6,2,1,0,0,0,0,0,0,0,0,0
780,Indiana,Scott,0.4794,0.499,0.0051,0.0166,3761,3915,40,87,43,0,0,0,0,0,0,0,0,0,0,0,0
781,Indiana,Shelby,0.6264,0.351,0.0046,0.018,9590,5374,71,138,133,3,0,1,0,0,0,0,0,0,0,0,0
782,Indiana,Spencer,0.567,0.4175,0.0047,0.0108,5096,3752,42,66,30,1,0,0,0,0,0,0,0,0,0,0,0
783,Indiana,Starke,0.4998,0.4753,0.0031,0.0217,4349,4136,27,109,80,0,0,0,0,0,0,0,0,0,0,0,0
784,Indiana,Steuben,0.6166,0.3638,0.0035,0.0161,6953,4103,40,94,86,1,0,0,0,0,0,0,0,0,0,0,0
785,Indiana,Sullivan,0.5228,0.4639,0.0005,0.0128,4319,3833,4,51,55,0,0,0,0,0,0,0,0,0,0,0,0
786,Indiana,Switzerland,0.5653,0.4125,0.0046,0.0176,1831,1336,15,34,21,2,0,0,0,0,0,0,0,0,0,0,0
787,Indiana,Tippecanoe,0.5639,0.3936,0.0228,0.0198,26106,18220,1054,404,491,7,2,9,2,0,0,0,0,0,0,0,0
788,Indiana,Tipton,0.6539,0.327,0.0008,0.0183,4784,2392,6,81,53,0,0,0,0,0,0,0,0,0,0,0,0
789,Indiana,Union,0.6499,0.3278,0.0039,0.0184,1838,927,11,30,21,0,0,1,0,0,0,0,0,0,0,0,0
790,Indiana,Vanderburgh,0.5413,0.4413,0.0058,0.0117,35846,29222,381,433,336,1,0,1,1,0,0,0,0,0,0,0,0
791,Indiana,Vermillion,0.4719,0.5081,0.002,0.0181,3130,3370,13,76,44,0,0,0,0,0,0,0,0,0,0,0,0
792,Indiana,Vigo,0.4974,0.485,0.0044,0.0132,18021,17570,158,232,240,3,0,4,0,0,0,0,0,0,0,0,0
793,Indiana,Wabash,0.6459,0.332,0.0097,0.0124,8321,4277,125,113,46,0,0,0,1,0,0,0,0,0,0,0,0
794,Indiana,Warren,0.5886,0.3904,0.0056,0.0154,2218,1471,21,38,19,1,0,0,0,0,0,0,0,0,0,0,0
795,Indiana,Warrick,0.5919,0.3922,0.0047,0.0112,13205,8749,105,146,101,0,0,3,0,0,0,0,0,0,0,0,0
796,Indiana,Washington,0.5987,0.375,0.0053,0.021,5868,3675,52,126,78,1,0,1,0,0,0,0,0,0,0,0,0
797,Indiana,Wayne,0.5675,0.4085,0.0083,0.0157,14273,10273,209,244,150,2,0,0,0,0,0,0,0,0,0,0,0
798,Indiana,Wells,0.6874,0.2942,0.0027,0.0157,7755,3319,30,121,49,7,0,0,0,0,0,0,0,0,0,0,0
799,Indiana,White,0.6096,0.369,0.0039,0.0175,6037,3655,39,104,69,0,0,0,0,0,0,0,0,0,0,0,0
800,Indiana,Whitley,0.6499,0.3304,0.0024,0.0173,8080,4107,30,128,87,0,0,0,0,0,0,0,0,0,0,0,0
801,Iowa,Adair,0.5518,0.4252,0.016,0.007,2275,1753,66,14,4,3,2,5,1,0,0,0,0,0,0,0,0
802,Iowa,Adams,0.5455,0.4182,0.0238,0.0126,1170,897,51,16,4,0,2,3,1,1,0,0,0,0,0,0,0
803,Iowa,Allamakee,0.5071,0.4461,0.0308,0.0159,3277,2883,199,68,13,4,7,8,1,2,0,0,0,0,0,0,0
804,Iowa,Appanoose,0.5245,0.4488,0.0184,0.0082,2992,2560,105,18,15,7,2,3,0,2,0,0,0,0,0,0,0
805,Iowa,Audubon,0.5045,0.4704,0.0148,0.0103,1909,1780,56,23,6,2,5,3,0,0,0,0,0,0,0,0,0
806,Iowa,Benton,0.4647,0.5027,0.0196,0.0129,5468,5915,231,95,25,3,12,13,2,2,0,0,0,0,0,0,0
807,Iowa,Black Hawk,0.426,0.5466,0.0206,0.0068,23468,30112,1132,163,107,19,61,21,0,2,0,0,0,0,0,0,0
808,Iowa,Boone,0.4592,0.5119,0.0206,0.0083,5625,6270,252,46,15,14,17,9,0,1,0,0,0,0,0,0,0
809,Iowa,Bremer,0.5078,0.4626,0.0233,0.0064,5675,5169,260,28,17,3,14,7,2,0,0,0,0,0,0,0,0
810,Iowa,Buchanan,0.4349,0.5361,0.0182,0.0108,4092,5045,171,52,19,7,8,11,2,3,0,0,0,0,0,0,0
811,Iowa,Buena Vista,0.5458,0.4133,0.0285,0.0124,4354,3297,227,59,15,8,4,7,1,5,0,0,0,0,0,0,0
812,Iowa,Butler,0.5706,0.4068,0.0168,0.0058,3837,2735,113,12,11,1,4,9,0,2,0,0,0,0,0,0,0
813,Iowa,Calhoun,0.5507,0.4229,0.0184,0.0079,2776,2132,93,18,12,6,2,2,0,0,0,0,0,0,0,0,0
814,Iowa,Carroll,0.5099,0.4665,0.0153,0.0084,4879,4463,146,46,11,5,8,9,1,0,0,0,0,0,0,0,0
815,Iowa,Cass,0.6113,0.3606,0.0214,0.0067,4206,2481,147,22,9,1,8,5,0,1,0,0,0,0,0,0,0
816,Iowa,Cedar,0.4831,0.4833,0.0254,0.0081,4031,4033,212,32,16,0,9,11,0,0,0,0,0,0,0,0,0
817,Iowa,Cerro Gordo,0.424,0.5498,0.0184,0.0078,9397,12185,408,77,42,4,20,23,2,4,0,0,0,0,0,0,0
818,Iowa,Cherokee,0.5253,0.4316,0.0243,0.0188,3463,2845,160,83,10,7,9,12,2,1,0,0,0,0,0,0,0
819,Iowa,Chickasaw,0.4459,0.5217,0.022,0.0103,2936,3435,145,40,8,3,3,13,0,1,0,0,0,0,0,0,0
820,Iowa,Clarke,0.4751,0.4983,0.018,0.0086,1984,2081,75,22,6,2,3,2,1,0,0,0,0,0,0,0,0
821,Iowa,Clay,0.5268,0.4347,0.0219,0.0166,3992,3294,166,51,20,4,9,33,2,7,0,0,0,0,0,0,0
822,Iowa,Clayton,0.4707,0.4945,0.024,0.0109,4034,4238,206,58,18,2,3,11,0,1,0,0,0,0,0,0,0
823,Iowa,Clinton,0.4161,0.5535,0.0212,0.0092,9229,12276,471,113,65,4,4,17,1,0,0,0,0,0,0,0,0
824,Iowa,Crawford,0.5312,0.433,0.0223,0.0136,3482,2838,146,53,26,4,0,6,0,0,0,0,0,0,0,0,0
825,Iowa,Dallas,0.5332,0.4429,0.0166,0.0074,10306,8561,320,63,29,8,26,13,0,4,0,0,0,0,0,0,0
826,Iowa,Davis,0.5205,0.45,0.0178,0.0117,1956,1691,67,19,8,8,3,6,0,0,0,0,0,0,0,0,0
827,Iowa,Decatur,0.5131,0.4513,0.0253,0.0102,1903,1674,94,13,13,4,0,8,0,0,0,0,0,0,0,0,0
828,Iowa,Delaware,0.5118,0.4561,0.0193,0.0128,4273,3808,161,44,50,1,2,8,0,2,0,0,0,0,0,0,0
829,Iowa,Des Moines,0.3814,0.5862,0.0211,0.0114,7385,11351,409,121,50,8,17,20,1,3,0,0,0,0,0,0,0
830,Iowa,Dickinson,0.5203,0.4507,0.0208,0.0083,4225,3660,169,35,14,1,12,3,0,2,0,0,0,0,0,0,0
831,Iowa,Dubuque,0.4083,0.5541,0.0245,0.0132,16462,22341,987,298,154,14,23,35,3,6,0,0,0,0,0,0,0
832,Iowa,Emmet,0.5035,0.4676,0.0212,0.0078,2331,2165,98,19,7,1,4,4,0,1,0,0,0,0,0,0,0
833,Iowa,Fayette,0.4934,0.4823,0.0181,0.0062,4747,4640,174,28,17,3,3,7,1,1,0,0,0,0,0,0,0
834,Iowa,Floyd,0.4409,0.5292,0.0213,0.0087,3191,3830,154,33,15,2,6,7,0,0,0,0,0,0,0,0,0
835,Iowa,Franklin,0.5381,0.4297,0.0223,0.0099,2657,2122,110,16,17,3,4,8,0,1,0,0,0,0,0,0,0
836,Iowa,Fremont,0.5722,0.4035,0.0174,0.0069,2069,1459,63,9,6,3,3,3,0,1,0,0,0,0,0,0,0
837,Iowa,Greene,0.4836,0.4876,0.0225,0.0064,2282,2301,106,16,7,2,0,4,0,1,0,0,0,0,0,0,0
838,Iowa,Grundy,0.6302,0.35,0.0115,0.0083,3851,2139,70,16,14,7,10,3,0,1,0,0,0,0,0,0,0
839,Iowa,Guthrie,0.5193,0.4558,0.0157,0.0091,2840,2493,86,21,17,3,3,5,1,0,0,0,0,0,0,0,0
840,Iowa,Hamilton,0.5239,0.4498,0.0186,0.0077,3968,3407,141,28,16,6,5,1,1,1,0,0,0,0,0,0,0
841,Iowa,Hancock,0.5495,0.4195,0.0226,0.0085,2988,2281,123,23,6,5,2,10,0,0,0,0,0,0,0,0,0
842,Iowa,Hardin,0.5318,0.4427,0.0167,0.0088,4486,3734,141,32,19,4,6,12,0,1,0,0,0,0,0,0,0
843,Iowa,Harrison,0.5811,0.3899,0.0193,0.0098,3802,2551,126,33,11,6,6,7,1,0,0,0,0,0,0,0,0
844,Iowa,Henry,0.5162,0.4506,0.0211,0.0121,4476,3907,183,46,21,1,16,19,1,1,0,0,0,0,0,0,0
845,Iowa,Howard,0.428,0.5402,0.0223,0.0096,1922,2426,100,31,3,1,5,3,0,0,0,0,0,0,0,0,0
846,Iowa,Humboldt,0.5761,0.3945,0.0202,0.0091,2846,1949,100,23,13,0,6,3,0,0,0,0,0,0,0,0,0
847,Iowa,Ida,0.5637,0.4042,0.0166,0.0155,1968,1411,58,36,16,0,0,1,0,1,0,0,0,0,0,0,0
848,Iowa,Iowa,0.5253,0.4357,0.0254,0.0136,3894,3230,188,58,17,6,5,13,1,1,0,0,0,0,0,0,0
849,Iowa,Jackson,0.4173,0.5475,0.0251,0.0101,3769,4945,227,51,15,4,14,6,0,1,0,0,0,0,0,0,0
850,Iowa,Jasper,0.4894,0.4877,0.015,0.0078,8729,8699,267,71,40,7,6,14,1,1,0,0,0,0,0,0,0
851,Iowa,Jefferson,0.4303,0.3793,0.0273,0.1631,3248,2863,206,45,57,5,14,1109,0,1,0,0,0,0,0,0,0
852,Iowa,Johnson,0.3392,0.5908,0.0616,0.0085,17899,31174,3248,103,205,14,61,50,10,5,0,0,0,0,0,0,0
853,Iowa,Jones,0.4595,0.513,0.0213,0.0062,4201,4690,195,28,10,3,8,8,0,0,0,0,0,0,0,0,0
854,Iowa,Keokuk,0.5197,0.4409,0.02,0.0194,2571,2181,99,24,58,1,2,4,3,4,0,0,0,0,0,0,0
855,Iowa,Kossuth,0.5195,0.446,0.0232,0.0113,4612,3960,206,42,23,1,16,16,0,2,0,0,0,0,0,0,0
856,Iowa,Lee,0.3825,0.5812,0.0196,0.0167,6339,9632,325,81,149,3,17,19,5,2,0,0,0,0,0,0,0
857,Iowa,Linn,0.439,0.5311,0.0229,0.007,40417,48897,2106,254,179,18,101,69,10,13,0,0,0,0,0,0,0
858,Iowa,Louisa,0.476,0.4947,0.0183,0.011,2207,2294,85,32,5,2,4,7,0,1,0,0,0,0,0,0,0
859,Iowa,Lucas,0.5257,0.4495,0.0151,0.0098,2262,1934,65,19,8,4,3,6,1,1,0,0,0,0,0,0,0
860,Iowa,Lyon,0.7334,0.2458,0.0127,0.008,3918,1313,68,26,7,7,0,2,1,0,0,0,0,0,0,0,0
861,Iowa,Madison,0.5255,0.4438,0.0184,0.0123,3662,3093,128,40,12,7,13,13,1,0,0,0,0,0,0,0,0
862,Iowa,Mahaska,0.6257,0.3531,0.015,0.0062,5971,3370,143,24,20,5,3,4,1,2,0,0,0,0,0,0,0
863,Iowa,Marion,0.5801,0.3985,0.0144,0.007,8358,5741,208,41,13,3,8,31,1,4,0,0,0,0,0,0,0
864,Iowa,Marshall,0.4985,0.4722,0.0193,0.01,8785,8322,340,75,33,7,27,30,2,3,0,0,0,0,0,0,0
865,Iowa,Mills,0.6228,0.3447,0.0213,0.0112,3684,2039,126,25,19,4,8,9,1,0,0,0,0,0,0,0,0
866,Iowa,Mitchell,0.4626,0.5134,0.0169,0.0072,2388,2650,87,25,3,2,2,5,0,0,0,0,0,0,0,0,0
867,Iowa,Monona,0.5053,0.4575,0.0204,0.0169,2304,2086,93,52,10,4,5,6,0,0,0,0,0,0,0,0,0
868,Iowa,Monroe,0.5095,0.4659,0.0148,0.0099,1858,1699,54,22,6,2,3,3,0,0,0,0,0,0,0,0,0
869,Iowa,Montgomery,0.6335,0.3407,0.0158,0.01,3417,1838,85,20,15,0,8,11,0,0,0,0,0,0,0,0,0
870,Iowa,Muscatine,0.4655,0.5012,0.0231,0.0102,7483,8058,371,82,40,7,19,10,1,5,0,0,0,0,0,0,0
871,Iowa,O'Brien,0.6635,0.3081,0.0153,0.0131,4674,2170,108,53,14,2,9,7,2,5,0,0,0,0,0,0,0
872,Iowa,Osceola,0.6738,0.2981,0.0183,0.0098,2064,913,56,14,5,10,0,1,0,0,0,0,0,0,0,0,0
873,Iowa,Page,0.65,0.3248,0.0177,0.0075,4588,2293,125,21,11,1,8,11,1,0,0,0,0,0,0,0,0
874,Iowa,Palo Alto,0.4854,0.4823,0.0168,0.0156,2341,2326,81,36,29,1,0,6,0,3,0,0,0,0,0,0,0
875,Iowa,Plymouth,0.6117,0.3458,0.0196,0.0229,6189,3499,198,145,29,6,5,31,9,7,0,0,0,0,0,0,0
876,Iowa,Pocahontas,0.5414,0.4192,0.0188,0.0205,2242,1736,78,48,23,2,7,5,0,0,0,0,0,0,0,0,0
877,Iowa,Polk,0.4589,0.5151,0.0193,0.0067,79927,89715,3366,416,403,94,154,65,5,22,0,0,0,0,0,0,0
878,Iowa,Pottawattamie,0.545,0.4272,0.02,0.0078,18783,14726,690,122,70,17,32,22,1,4,0,0,0,0,0,0,0
879,Iowa,Poweshiek,0.4895,0.4702,0.032,0.0084,4396,4222,287,34,20,4,8,5,4,0,0,0,0,0,0,0,0
880,Iowa,Ringgold,0.5085,0.4629,0.0175,0.0111,1369,1246,47,10,5,1,7,5,2,0,0,0,0,0,0,0,0
881,Iowa,Sac,0.5516,0.417,0.0193,0.0121,2776,2099,97,46,7,1,0,5,0,2,0,0,0,0,0,0,0
882,Iowa,Scott,0.4648,0.5081,0.0196,0.0074,32801,35857,1386,247,153,26,40,50,1,7,0,0,0,0,0,0,0
883,Iowa,Shelby,0.6083,0.3626,0.0188,0.0103,3655,2179,113,36,7,3,6,7,1,2,0,0,0,0,0,0,0
884,Iowa,Sioux,0.8332,0.1462,0.0106,0.01,12241,2148,156,83,35,21,2,4,1,1,0,0,0,0,0,0,0
885,Iowa,Story,0.4589,0.4942,0.0372,0.0096,16228,17478,1317,91,139,14,52,37,3,5,0,0,0,0,0,0,0
886,Iowa,Tama,0.4851,0.4865,0.0192,0.0091,4034,4045,160,32,23,1,12,8,0,0,0,0,0,0,0,0,0
887,Iowa,Taylor,0.5717,0.4028,0.0149,0.0107,1770,1247,46,13,5,2,2,10,1,0,0,0,0,0,0,0,0
888,Iowa,Union,0.5232,0.4425,0.0188,0.0155,3003,2540,108,45,8,8,4,17,2,5,0,0,0,0,0,0,0
889,Iowa,Van Buren,0.5661,0.4044,0.0143,0.0152,2016,1440,51,35,5,4,3,6,0,1,0,0,0,0,0,0,0
890,Iowa,Wapello,0.417,0.5519,0.0209,0.0102,6313,8355,317,62,47,9,13,20,2,1,0,0,0,0,0,0,0
891,Iowa,Warren,0.4895,0.4845,0.0189,0.0071,9621,9521,371,54,38,22,13,10,0,3,0,0,0,0,0,0,0
892,Iowa,Washington,0.5308,0.4324,0.0269,0.0099,4827,3932,245,41,26,7,4,11,0,1,0,0,0,0,0,0,0
893,Iowa,Wayne,0.5515,0.4303,0.0103,0.0079,1666,1300,31,13,5,3,1,1,0,1,0,0,0,0,0,0,0
894,Iowa,Webster,0.4794,0.4974,0.0165,0.0067,8172,8479,282,68,18,8,9,10,0,2,0,0,0,0,0,0,0
895,Iowa,Winnebago,0.4816,0.4869,0.0208,0.0107,2662,2691,115,27,17,1,6,5,1,2,0,0,0,0,0,0,0
896,Iowa,Winneshiek,0.4935,0.4608,0.0364,0.0093,4647,4339,343,42,12,3,11,18,1,1,0,0,0,0,0,0,0
897,Iowa,Woodbury,0.4978,0.4668,0.0212,0.0142,18864,17691,804,406,76,19,23,7,2,4,0,0,0,0,0,0,0
898,Iowa,Worth,0.4143,0.5514,0.0227,0.0115,1659,2208,91,18,9,0,9,10,0,0,0,0,0,0,0,0,0
899,Iowa,Wright,0.5341,0.4413,0.0169,0.0077,3384,2796,107,21,9,3,3,9,1,3,0,0,0,0,0,0,0
900,Kansas,Allen,0.586,0.3698,0.0284,0.0158,3379,2132,164,46,21,16,0,8,0,0,0,0,0,0,0,0,0
901,Kansas,Anderson,0.5704,0.3815,0.027,0.021,1984,1327,94,47,12,7,0,7,0,0,0,0,0,0,0,0,0
902,Kansas,Atchison,0.4896,0.4596,0.0338,0.0171,3378,3171,233,56,44,9,0,9,0,0,0,0,0,0,0,0,0
903,Kansas,Barber,0.7026,0.255,0.0292,0.0132,1755,637,73,22,3,4,0,4,0,0,0,0,0,0,0,0,0
904,Kansas,Barton,0.6665,0.2956,0.0229,0.015,7302,3238,251,100,43,11,0,10,0,0,0,0,0,0,0,0,0
905,Kansas,Bourbon,0.6107,0.3505,0.0252,0.0136,3852,2211,159,46,27,10,0,3,0,0,0,0,0,0,0,0,0
906,Kansas,Brown,0.6363,0.3223,0.0256,0.0158,2985,1512,120,47,14,9,0,4,0,0,0,0,0,0,0,0,0
907,Kansas,Butler,0.6369,0.3216,0.0237,0.0178,13377,6755,497,175,102,40,0,56,0,0,0,0,0,0,0,0,0
